Treatment,Period,Group,BoxNum,Round,Future_coalition_P,Future_coalition_V1,Future_coalition_V2,Compete_P,Compete_V1,Compete_V2,All_way_split_P,All_way_split_V1,All_way_split_V2,MWC_P,MWC_V1,MWC_V2,MaxRounds,identity,Chat
2,14,4,3,2,,,,,,,,,,,,,2,public,"[P] ""hi""
[V2] ""can we just split""
[V2] ""12 12 8""
[V2] ""ill take 8""
[V1] ""why?"""
2,14,4,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""ok before you name a price to the other guy""
[V1] ""lets do 15 15 and reject them""
[V2] ""done""
[V1] ""code word?""
[V1] ""so I know we're in it later?""
[V2] ""hardwell""
[V1] ""for sure?""
[V2] ""yup""
[V1] ""my mans Im ready to do 15 15""
[V2] ""same here""
[V1] ""im gonna lie to him about shitty offers""
[V1] ""so we're together""
[V2] ""cool"""
2,14,4,4,2,,,,,,,,,,,,,2,v1-v2,"[V1] ""who were you""
[V1] ""code word""
[V2] ""ill do 20 10"""
2,15,4,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""They're asking me to reject whatever you offer"""
2,15,4,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""10/20?""
[P] ""sure"""
2,1,5,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""Hello"""
2,2,5,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""I'll spit it with you 50/50 so we both get 15""
[V2] ""yes""
[V2] ""dont do 10 10 10"""
2,2,5,3,1,,,,,,,,,,,,,1,public,"[V2] ""10 10 10 ""
[V1] ""that'd be great"""
2,2,5,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""do we accept?"""
2,3,5,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""14/0/16"""
2,3,5,3,1,,,,,,,,,,,,,1,public,"[P] ""10-10-10?"""
2,4,5,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""want to split 15$ among us?""
[V1] ""lol""
[P] ""The other guy offered me more""
[V1] ""haha""
[V1] ""12 -18 is my lowest"""
2,4,5,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""Cut a deal, you 18 me 12?""
[P] ""okay""
[V2] ""cool"""
2,4,5,3,1,,,,,,,,,,,,,1,public,"[P] ""10 each?""
[V2] ""Hello""
[V1] ""hi"""
2,5,5,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""13 17?""
[P] ""bruh""
[P] ""that was my method""
[P] ""chill""
[V1] ""will you give 13?"""
2,5,5,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""u take 18""
[V2] ""give me 12""
[V2] ""ok """
2,5,5,3,1,,,,,,,,,,,,,1,public,"[P] ""before I do the proposal""
[P] ""I wanna let you guys know how we should do these""
[P] ""going forward""
[P] ""all of us want to walk out with around $30""
[P] ""that'd be great""
[P] ""so I'm proposing 10-10-10""
[V1] ""10 10 10 is fine""
[V2] ""ok""
[P] ""I'm hoping you guys listen and do this with other players""
[P] ""*other players in different rounds""
[V1] ""Sure""
[P] ""great""
[V2] ""ok sure""
[P] ""thanks""
[P] ""bc on average""
[P] ""we make more if we don't cheat""
[V1] ""cool""
[V1] ""yeah right"""
2,6,5,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""3-7?""
[V1] ""u take 15""
[V1] ""give me 12""
[V1] ""7""
[P] ""ok!"""
2,6,5,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""3.7?"""
2,6,5,3,1,,,,,,,,,,,,,1,public,"[P] ""hey?""
[V2] ""hey\\\\""
[V1] ""hi"""
2,6,5,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""hey""
[V1] ""hi""
[V2] ""subject 3 is asking 3.7""
[V2] ""wtf""
[V1] ""yaa dude""
[V1] ""ssly""
[V2] ""don't acept """
2,7,5,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""want 12?""
[V1] ""cool""
[P] ""ok!"""
2,7,5,3,1,,,,,,,,,,,,,1,public,"[P] ""Hi""
[V2] ""hi ""
[V1] ""hi""
[V2] ""should we do 10 each?""
[V1] ""yes"""
2,7,5,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""lets reject if its anything else""
[V2] ""?""
[V1] ""ok"""
2,8,5,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""18/12""
[V2] ""12 for me obviously""
[P] ""20/10""
[V2] ""ok"""
2,8,5,3,1,,,,,,,,,,,,,1,public,"[V1] ""hi""
[V1] ""how do you guys want to do it;""
[V1] ""?"""
2,9,5,1,1,,,,,,,,,,,,,2,p-v1,"[V1] ""I""
[V1] "" can do leasser than the other subjects offer""
[V1] ""12 and 18""
[V1] ""11 and 19?""
[V1] ""10 and 20 ""
[P] ""it's already 9 and 21 with other""
[V1] ""8 then ""
[P] ""deal"""
2,9,5,1,2,,,,,,,,,,,,,2,p-v1,"[P] ""whats your offer ""
[V1] ""10 each sounds like a deal""
[P] ""cool"""
2,9,5,2,1,,,,,,,,,,,,,2,p-v2,"[V2] ""12 for me rest for you""
[V2] ""or 10/20?"""
2,9,5,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""10 for me rest for you""
[P] ""cool"""
2,9,5,3,2,,,,,,,,,,,,,2,public,"[V2] ""10 foreach"""
2,9,5,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""he wants 9 21"""
2,9,5,4,2,,,,,,,,,,,,,2,v1-v2,"[V2] ""10 for each""
[V2] ""?""
[V2] ""i will reject if its less than 10""
[V1] ""okay"""
2,10,5,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""18 12?""
[V1] ""ok""
[P] ""16 14?""
[V1] ""yeah sure"""
2,10,5,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""18 12?""
[V2] ""can i get 18 tho""
[V2] ""bc tbh""
[V2] ""if we both say no""
[V2] ""like me and 2""
[V2] ""it gets thrown to usa""
[V2] ""nd we allocate""
[V2] ""and u might get 0""
[P] ""16 14?""
[V2] ""i get 16"""
2,10,5,3,1,,,,,,,,,,,,,1,public,"[P] ""hi"""
2,10,5,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""if they offer anything less than 15""
[V2] ""say no""
[V2] ""if we both vote no""
[V2] ""it gets thrown to us""
[V2] ""we can do better""
[V1] ""ok""
[V1] ""you do the same""
[V2] ""yeah"""
2,11,5,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""12 ?""
[P] ""yo who were you in the last round""
[V1] ""the 12 one"""
2,11,5,2,1,,,,,,,,,,,,,2,p-v2,"[V2] ""12/0/18?""
[P] ""ok"""
2,11,5,2,2,,,,,,,,,,,,,2,p-v2,"[P] ""who were you in the last round""
[V2] ""3""
[P] ""proposer?""
[V2] ""nope""
[V2] ""propser was 1""
[P] ""ok""
[V2] ""15-15""
[P] ""so 15 15""
[V2] ""?""
[P] ""good""
[V2] ""yeah"""
2,11,5,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""my mans""
[V1] ""we must team up""
[V1] ""15 15""
[V2] ""cool"""
2,12,5,1,2,,,,,,,,,,,,,2,p-v1,"[P] ""ok who were you in the last round""
[V1] ""I was the proposer"""
2,12,5,2,2,,,,,,,,,,,,,2,p-v2,"[P] ""yo who were you in the last round""
[V2] ""007?""
[P] ""nice""
[P] ""ok 15 15""
[V2] ""ok"""
2,12,5,3,1,,,,,,,,,,,,,2,public,"[V2] ""10-10-10?"""
2,12,5,4,1,,,,,,,,,,,,,2,v1-v2,"[V2] ""yo""
[V2] ""we cut a deal""
[V1] ""sue""
[V2] ""15 15 each if we reject the proposal""
[V1] ""sure""
[V2] ""code word?""
[V1] ""7""
[V2] ""lol ok""
[V1] ""cool?""
[V1] ""don't ditch""
[V2] ""bruh I wont""
[V2] ""other people have?""
[V1] ""yeah""
[V2] ""why would I ditch 15 15""
[V2] ""I dont see how it gets better than that""
[V1] ""lol okay""
[V1] """""
2,13,5,1,1,,,,,,,,,,,,,2,p-v1,"[P] ""14/16/0?""
[V1] ""done"""
2,13,5,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""i rejected 14""
[V1] ""please give me 15 this round"""
2,13,5,2,1,,,,,,,,,,,,,2,p-v2,"[P] ""0/16/14?""
[V2] ""yeah"""
2,13,5,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""you keep 18""
[V2] ""give me 12"""
2,13,5,4,1,,,,,,,,,,,,,2,v1-v2,"[V2] ""reject if they offer you less than 15""
[V1] ""lets not accept anything less than 15?""
[V1] ""yeahh""
[V2] ""we can split it next round""
[V1] ""done"""
2,14,5,1,1,,,,,,,,,,,,,3,p-v1,"[V1] ""22 8 ""
[V1] ""i can go lower"""
2,14,5,1,3,,,,,,,,,,,,,3,p-v1,"[V1] ""u 20 i 10"""
2,14,5,2,1,,,,,,,,,,,,,3,p-v2,"[V2] ""12 18?"""
2,14,5,2,2,,,,,,,,,,,,,3,p-v2,"[V2] ""15 15""
[P] ""20 10""
[V2] ""ok"""
2,14,5,2,3,,,,,,,,,,,,,3,p-v2,"[P] ""15 15?""
[V2] ""sure"""
2,14,5,4,1,,,,,,,,,,,,,3,v1-v2,"[V2] ""reject anything below 15""
[V2] ""we will split it next round""
[V1] ""deal"""
2,15,5,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""offer?"""
2,15,5,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""offer?""
[V2] ""11-19?""
[P] ""done""
[V2] ""or 20-10""
[V2] ""cool""
[P] ""11 19 :)""
[V2] ""thanks"""
2,15,5,3,1,,,,,,,,,,,,,1,public,"[V2] ""Hello!"""
2,15,5,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""hey""
[V1] "" 15 15 in next round code owrd 007""
[V1] ""reject everything, promise"""
2,1,6,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""want to split 15$ between the two of us?""
[V1] ""lol""
[P] ""hahaha""
[P] ""im down""
[V1] ""cool""
[P] ""lol nice"""
2,1,6,3,1,,,,,,,,,,,,,1,public,"[P] ""hi""
[V1] ""hey""
[P] ""what are yall thinking of doing""
[V2] ""accept i guess""
[V1] ""yeah"""
2,1,6,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""lets accept""
[V2] ""there?""
[V1] ""yup""
[V2] ""cool lets accept ""
[V1] ""im willing to accept anything thats fair""
[V2] ""but we wont know the distributionright?""
[V1] ""we will at the end of the ChatTable time""
[V2] ""cool cool"""
2,2,6,3,1,,,,,,,,,,,,,1,public,"[V2] ""hello""
[P] ""hey""
[V2] ""whats the plan""
[V1] ""Eqal Shares Agree?""
[P] ""even stevens?""
[V2] ""mkayy""
[V1] ""equal shares?""
[V2] ""i think thats whats happening"""
2,3,6,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""want to split 15$ between us?""
[P] ""how about 16 14?""
[V2] ""sure"""
2,3,6,3,1,,,,,,,,,,,,,1,public,"[V1] ""10 for each?""
[V1] ""lets do it quick and go to next round""
[V2] ""haha""
[V1] ""please be kind...""
[V1] ""lol"""
2,4,6,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""how are you dividing?""
[P] ""offer?""
[V1] ""19 for you 11 for me?""
[P] ""done""
[V1] ""cool"""
2,4,6,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""offer?""
[V2] ""20 you, 10 me""
[P] ""done""
[V2] ""cool"""
2,4,6,3,1,,,,,,,,,,,,,1,public,"[V2] ""10 each?"""
2,5,6,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""hey wanna split between us? lol"""
2,5,6,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""18 and 12?""
[P] ""i like that""
[V2] ""let's goo"""
2,5,6,3,1,,,,,,,,,,,,,1,public,"[P] ""hi""
[V1] ""hey"""
2,6,6,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""split 15 15?""
[V1] ""I'll do 18 12"""
2,6,6,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""want to do 18 and 12 ""
[P] ""yeah""
[V2] ""cool"""
2,6,6,3,1,,,,,,,,,,,,,1,public,"[P] ""hi"""
2,7,6,1,1,,,,,,,,,,,,,3,p-v1,"[P] ""offer?""
[V1] ""17/13""
[P] ""20/10""
[V1] ""but if i vote no""
[V1] ""then you dont get anything""
[V1] ""it moves to one of us""
[V1] ""think about it""
[P] ""its on my allocation""
[V1] ""sure""
[V1] ""up to you""
[P] ""sure""
[V1] """""
2,7,6,1,2,,,,,,,,,,,,,3,p-v1,"[P] ""20/10 final""
[V1] ""okay"""
2,7,6,1,3,,,,,,,,,,,,,3,p-v1,"[P] ""there we go""
[P] ""aight 15/15""
[V1] ""yeahh""
[V1] ""yeah 15 each"""
2,7,6,2,1,,,,,,,,,,,,,3,p-v2,"[P] ""offer?""
[V2] ""20/10""
[P] ""22/8""
[V2] ""yeah""
[V2] ""he also gave me an offer""
[P] """""
2,7,6,2,2,,,,,,,,,,,,,3,p-v2,"[P] ""20/10 final""
[V2] ""16/14 final?""
[P] ""18/12""
[V2] ""ok done"""
2,7,6,4,1,,,,,,,,,,,,,3,v1-v2,"[V1] ""if u do any offer tht gives u less than 15""
[V1] ""like 16/14""
[V1] ""u might as well vote no""
[V1] ""then it'll be passed to one of us""
[V1] ""and then you'll make more""
[V1] ""i promise""
[V2] ""yeahh""
[V1] ""mhmm""
[V2] ""lets do this""
[V1] ""so vote no""
[V1] ""mkay""
[V2] ""if i am proposer next round I'll split 15 each""
[V1] ""yeah same"""
2,7,6,4,2,,,,,,,,,,,,,3,v1-v2,"[V2] ""how is he getting another chance"""
2,8,6,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""17 13?""
[V1] ""Yes!""
[V1] ""Cool""
[V1] ""18-12"""
2,8,6,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""17 13?""
[V2] ""sure""
[P] ""18 12?""
[V2] ""15 10 5?"""
2,8,6,3,1,,,,,,,,,,,,,1,public,"[V1] ""Hi""
[P] ""hi""
[V2] ""equal split?""
[V1] ""Yea"""
2,9,6,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""10 20??""
[P] ""Cool!""
[V1] ""cool ill accept""
[P] ""I'll give you 11""
[V1] ""go ahead and propose""
[V1] ""cool"""
2,9,6,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""we should split evenly between us all"""
2,9,6,3,1,,,,,,,,,,,,,1,public,"[P] ""Hey!""
[V2] ""hi!""
[V2] ""we should split evenly"""
2,10,6,1,1,,,,,,,,,,,,,3,p-v1,"[V1] ""what do you want?""
[P] ""10 for u ""
[V1] ""13/17"""
2,10,6,1,2,,,,,,,,,,,,,3,p-v1,"[P] ""whats your offeer""
[P] ""offer""
[P] ""i dont like the other guy ""
[V1] ""hm 16 me 14 you?"""
2,10,6,2,1,,,,,,,,,,,,,3,p-v2,"[V2] ""hey hey lets team up""
[V2] ""do 15 15 together ""
[P] ""10 and 20""
[V2] ""lol ok"""
2,10,6,2,2,,,,,,,,,,,,,3,p-v2,"[P] ""you said ok ""
[V2] ""bruh my bad""
[P] ""nah man ""
[V2] ""nooo""
[V2] ""listen""
[V2] ""9 21""
[P] ""are you sure ""
[P] ""I'll give u 10 """
2,10,6,2,3,,,,,,,,,,,,,3,p-v2,"[P] ""straberry racoons""
[V2] ""strawberry raccoons""
[V2] ""did I spell that right"""
2,10,6,3,2,,,,,,,,,,,,,3,public,"[P] ""10 each?""
[V2] ""ok fine""
[V1] ""fine"""
2,10,6,4,1,,,,,,,,,,,,,3,v1-v2,"[V2] ""hey whats the other guy's offer""
[V1] ""we cam reject and then split evenly between us""
[V2] ""im down"""
2,10,6,4,2,,,,,,,,,,,,,3,v1-v2,"[V2] ""yo who were you""
[V1] ""okay reject again whatever it is""
[V1] ""still going for 15/15?""
[V2] ""yes man""
[V2] ""code word?""
[V1] ""strawberry racoons""
[V2] ""great""
[V2] ""reject""
[V1] ""will do ""
[V2] ""and we split 15 15""
[V1] ""it's more than we get from them anyway""
[V2] ""exactly""
[V2] ""yo you're not collabing with this guy are you""
[V1] ""nope ""
[V2] ""should we take 10 each? or just 15 15""
[V1] ""this is a better deal either way""
[V2] "":(""
[V2] ""but its sneaky""
[V2] ""yea ok fine""
[V2] ""strawberry racoons""
[V1] ""isn't it the point of a game?""
[V2] ""ruthless""
[V2] ""reject""
[V1] ""strawberry racoons are ruthless y'know"""
2,11,6,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""20/10?""
[V1] ""done"""
2,11,6,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""20/10?""
[V2] ""or how about 15/15?"""
2,11,6,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""don't accept anything less than 15""
[V1] ""next round we'll split equally?""
[V2] ""thats fair""
[V1] ""yeahh"""
2,12,6,1,1,,,,,,,,,,,,,2,p-v1,"[V1] ""18 - 12?""
[P] ""have an offer for 21/9""
[P] ""will you accept 8?""
[V1] ""I'm not sure. Better than 0 but seems too low"""
2,12,6,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""hey ""
[V1] ""20/10?"""
2,12,6,4,1,,,,,,,,,,,,,2,v1-v2,"[V2] ""reject if they offer less than 15""
[V2] ""then we split next round""
[V1] ""ok"""
2,13,6,1,1,,,,,,,,,,,,,3,p-v1,"[V1] ""12 18?""
[P] ""done"""
2,13,6,2,3,,,,,,,,,,,,,3,p-v2,"[V2] ""15/15?""
[P] ""13 17?""
[V2] ""they were unfair to both of us earlier""
[P] ""yeah""
[V2] ""14/16 would be great""
[P] ""okay cool"""
2,13,6,3,3,,,,,,,,,,,,,3,public,"[V1] ""I'm getting 0... it seems""
[V1] ""You guys have already decided that"""
2,13,6,4,1,,,,,,,,,,,,,3,v1-v2,"[V2] ""do you want to reject and split 15/15""
[V1] ""if unfair next round 15 each?"""
2,13,6,4,2,,,,,,,,,,,,,3,v1-v2,"[V2] ""what were you saying?""
[V2] ""it erased""
[V1] ""reject if unfaior"""
2,14,6,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""15/15/0?""
[V1] ""sure"""
2,14,6,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""21, 9?"""
2,14,6,3,1,,,,,,,,,,,,,1,public,"[V2] ""hi"""
2,15,6,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""ok before you guys start collabing""
[P] ""lets do 15 15 each""
[P] ""I need to know youre with me on this""
[V1] ""sure""
[P] ""code word just in case?""
[P] ""yo""
[V1] ""sure""
[P] ""tapatio sauce"""
2,15,6,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""what are you thinking""
[V2] ""we can split between 3 of us but not equally""
[V2] ""you'll get the most""
[P] ""sorry man really"""
2,15,6,3,1,,,,,,,,,,,,,1,public,"[V1] ""equal split?""
[V2] ""last round so we can make sure noone leaves empty handed"""
2,1,7,3,1,,,,,,,,,,,,,1,public,"[V1] ""guys be fair and divide equally""
[V1] ""Agree?""
[V2] ""Yeah 10 each ""
[V1] ""yes""
[V2] ""cool!""
[P] ""Sure. we will go for 10 each"""
2,2,7,3,1,,,,,,,,,,,,,1,public,"[V2] ""10 each ""
[V2] ""?/""
[V1] ""yup""
[P] ""yeah""
[P] """""
2,3,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""how are you dividing""
[V2] ""maybe 17 for you and 10 for me""
[P] ""ok"""
2,3,7,3,1,,,,,,,,,,,,,1,public,"[V1] ""manskh kakadiya?""
[P] ""hey""
[V2] ""naa bhai""
[P] ""no names please""
[V1] ""equal shares guys?"""
2,4,7,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""hey""
[V1] ""you keep 17 give me 13?""
[P] ""hey""
[P] ""9 and 21""
[V1] ""come on?""
[P] ""already have an offer of 10 20""
[V1] ""ok 9 21""
[P] ""cool"""
2,4,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""hello""
[V2] ""how we dividing?""
[V2] ""may be 18 for you and 10 for me""
[P] ""i give you 10, will you accep?""
[V2] ""ok""
[P] ""cool""
[V2] ""go ahead""
[V2] ""proposing?""
[P] "" 8 22?""
[P] ""have an offer for 9""
[V2] ""I'm up for 8""
[P] ""cool"""
2,4,7,4,1,,,,,,,,,,,,,1,v1-v2,"[V2] ""hey is proposer giving 9?"""
2,5,7,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""Let's make a deal, you 18, me 12?""
[P] ""21 9 ""
[V1] ""Nop1!, 18 12?"""
2,5,7,3,1,,,,,,,,,,,,,1,public,"[V1] ""Hello!""
[V2] ""Hey""
[V2] ""How about 10 each?"""
2,6,7,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""you take 17 give me 13?""
[P] ""19 11?""
[V1] ""done"""
2,6,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""0/14/16?""
[P] ""0/21/9?""
[V2] ""ok"""
2,6,7,3,1,,,,,,,,,,,,,1,public,"[P] ""Hello"""
2,7,7,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""15 you 15 me?"""
2,7,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""what's up?""
[V2] ""20, 10?""
[V2] ""20 for you, 10 for me?""
[V2] ""what say?""
[P] ""ok. take 12""
[V2] ""ok"""
2,7,7,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""so look here's the deal: we can get 16 me 14 you (or the other way around) if we reject whatever deal they give us""
[V1] ""next round one of us will be chosen as a proposer"""
2,8,7,1,2,,,,,,,,,,,,,2,p-v1,"[V1] ""15 15?""
[P] ""yeah""
[V1] ""cool""
[V1] ""deal"""
2,8,7,2,2,,,,,,,,,,,,,2,p-v2,"[P] ""20/10"""
2,8,7,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""if you get any offer less than 15""
[V1] ""say nob""
[V2] ""ya sure""
[V1] ""bc if we both reject""
[V1] ""next round"""
2,8,7,4,2,,,,,,,,,,,,,2,v1-v2,"[V1] ""reject anything below 15""
[V1] ""we can split in the next round"""
2,9,7,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""15?""
[V2] ""yeah sure"""
2,9,7,3,1,,,,,,,,,,,,,1,public,"[V1] ""Subject 2 - You're awesome!""
[P] ""thanks fam"""
2,10,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""19 11?""
[P] ""offer?""
[P] ""done"""
2,10,7,3,1,,,,,,,,,,,,,1,public,"[V1] ""eagle?"""
2,11,7,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""offfer?""
[V1] ""/9""
[V1] ""44154"""
2,11,7,2,1,,,,,,,,,,,,,1,p-v2,"[P] ""offer?""
[V2] ""44124""
[P] ""done"""
2,12,7,2,1,,,,,,,,,,,,,2,p-v2,"[V2] ""12 for me rest for you"""
2,12,7,2,2,,,,,,,,,,,,,2,p-v2,"[V2] ""yeah so 15 15 now""
[P] ""okay"""
2,12,7,4,1,,,,,,,,,,,,,2,v1-v2,"[V1] ""if they offer u less than 15""
[V1] ""say no"""
2,13,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""12 for me rest for you"""
2,14,7,1,1,,,,,,,,,,,,,1,p-v1,"[P] ""offer?""
[V1] ""12 18""
[V1] ""if you have lesser offer let me know""
[V1] ""ill do 10""
[P] ""21 9?""
[V1] ""yeah"""
2,14,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""hey""
[V2] ""20/10?""
[P] ""done""
[V2] ""great""
[V2] ""propose"""
2,15,7,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""12 18?""
[P] ""lets just go 15 15?""
[V2] ""yes"""
2,15,7,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""reject less than 15""
[V1] ""will split evenly""
[V2] ""cool ""
[V1] ""next round""
[V2] ""next round 15 each""
[V1] ""yeahh"""
2,1,8,3,1,,,,,,,,,,,,,1,public,"[V2] ""hi""
[P] ""hi""
[V2] ""10/10/10?""
[P] ""how about 10 each""
[V2] ""yes""
[P] ""yeah""
[V2] ""let's be fair"""
2,1,8,4,1,,,,,,,,,,,,,1,v1-v2,"[V1] ""the best way to do it is by splitting it 15/15/0""
[V2] ""but its too mean..."""
2,2,8,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""ok""
[V1] ""lets cut a deal!""
[V1] ""name your price""
[P] ""15 each""
[V1] ""I dont trust that, you might cut a deal with the other guy still""
[V1] ""17 you 13 to me""
[P] ""sounds great, i will submit"""
2,2,8,3,1,,,,,,,,,,,,,1,public,"[V2] ""hi""
[V1] ""hey""
[P] ""hello""
[V2] ""how are we dividing the amount?""
[V1] ""equally""
[V2] ""cool""
[V1] ""can we do cents?""
[V2] ""as in?"""
2,3,8,3,1,,,,,,,,,,,,,1,public,"[P] ""10 each ?""
[V2] ""works""
[V1] ""share equally?"""
2,4,8,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""17/0/13?""
[P] ""i'll do 10/10/10"""
2,4,8,3,1,,,,,,,,,,,,,1,public,"[V1] ""before we start doing side ChatTables""
[V1] ""I honestly believe if we split 10 per person it'd be best for everyone""
[V1] ""be best""
[P] ""ok""
[V1] ""on average if we keep doing this method for every round""
[V1] ""instead of cheating""
[V1] ""likely to make more by the end""
[V1] ""sorry for the short messages"""
2,5,8,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""12 for me rest for you""
[P] ""cool"""
2,6,8,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""offer?""
[P] ""20/10""
[V1] ""done""
[P] ""mkay"""
2,6,8,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""0/15/15?"""
2,7,8,3,1,,,,,,,,,,,,,1,public,"[P] ""hi""
[V2] ""equal split?""
[V1] ""yup""
[P] ""im down""
[V2] ""cool"""
2,8,8,1,1,,,,,,,,,,,,,1,p-v1,"[V1] ""alright"""
2,8,8,2,1,,,,,,,,,,,,,1,p-v2,"[V2] ""18 and 12?""
[P] ""done"""
2,8,8,3,1,,,,,,,,,,,,,1,public,"[V1] ""guy's ""
[V2] ""yo""
[V1] ""*guys"""
2,9,8,1,1,,,,,,,,,,,,,3,p-v1,"[P] ""20 10?""
[V1] ""ok""
[V1] ""otherwise ill get 0 lol""
[V1] ""happy with 10 given the scenario""
[P] ""ok"""
2,9,8,1,2,,,,,,,,,,,,,3,p-v1,"[P] ""18 12?""
[V1] ""ok"""
2,9,8,1,3,,,,,,,,,,,,,3,p-v1,"[V1] ""eagle""
[V1] ""15 15?""
[P] ""good""
[P] ""yea we got this""
[V1] ""awsome""
[V1] ""unless you decide to cheat now lol""
[P] ""eagle if youre with me in other rounds too""
[P] ""no man I got u""
[V1] ""oh cool""
[V1] ""im cat"""
2,9,8,2,1,,,,,,,,,,,,,3,p-v2,"[V2] ""alright""
[P] ""20 10?""
[V2] ""im down""
[V2] ""what is the other guy offering""
[V2] ""let me know so I can counter""
[V2] ""if I have to""
[P] ""20 10?"""
2,9,8,2,2,,,,,,,,,,,,,3,p-v2,"[V2] ""which one were you""
[P] ""18 12?""
[V2] ""sure"""
2,9,8,2,3,,,,,,,,,,,,,3,p-v2,"[V2] ""fair deal, 16 14?"""
2,9,8,3,1,,,,,,,,,,,,,3,public,"[P] ""hi"""
2,9,8,3,2,,,,,,,,,,,,,3,public,"[P] ""hi"""
2,9,8,4,1,,,,,,,,,,,,,3,v1-v2,"[V1] ""reject anything below 15 15""
[V1] ""we can split in next round""
[V1] ""cool?""
[V2] ""ok""
[V2] ""how do I know its you""
[V1] ""i will be subject 1""
[V2] ""sometimes its the same proposer in the next round""
[V1] ""the number will remain same""
[V2] ""we need code names""
[V1] ""its random"""
